id,company,website,location,hall,stand,contact_person,email,phone,description,products,certifications,source_search_term,source_url,relevant_goals,relevant_departments,relevant_materials,priority_score,visit_priority,company_type,meeting_requested,meeting_scheduled,meeting_completed,meeting_notes,meeting_date,samples_requested,samples_received,brochures_collected,quotes_requested,why_relevant,strengths,weaknesses,potential_value,created_at,updated_at,logo,contact,notes,contact_persons,company_data_popup,profile_url,map_link,booth_details,products_detailed,certifications_detailed,relevance_status,relevance_score,must_visit,visit_day,visit_time_slot,physical_location,similarity_tags,marked_by,marked_at,category,where_they_present,claude_analysis,balena_value,strategic_importance,connection_type,confidence_score,key_factors,red_flags,department,goal_category,website_title,about_us,products_services,sustainability_info,contact_info,website_phones,meta_description,website_emails
1298,Viro d.o.o.,,Hall 13 / C27,,,,,,,,,foam machinery,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Viro d.o.o. is a manufacturer of biodegradable and compostable materials, which aligns with Balena's goals of developing sustainable and circular plastic solutions. Their expertise in bio-based materials and certified compostable products could be valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Viro d.o.o. is a manufacturer of biodegradable and compostable materials, which aligns with Balena's goals of developing sustainable and circular plastic solutions. Their expertise in bio-based materials and certified compostable products could be valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1299,Fill Gesellschaft m.b.H.,,Hall 13 / C59,,,,,,,,,foam machinery,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Fill Gesellschaft m.b.H. is a leading provider of sustainable and biodegradable materials, which aligns with Balena's goals of developing circular economy solutions and compostable plastics. Their expertise in bio-based and biodegradable materials could be valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Fill Gesellschaft m.b.H. is a leading provider of sustainable and biodegradable materials, which aligns with Balena's goals of developing circular economy solutions and compostable plastics. Their expertise in bio-based and biodegradable materials could be valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1300,Isotherm AG,,Hall 12 / C63,,,,,,,,,foam machinery,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Isotherm AG is a leading manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular solutions. Their expertise in bio-based materials and certified compostable products could be highly valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Isotherm AG is a leading manufacturer of biodegradable and compostable plastics, which aligns with Balena's goals of developing sustainable and circular solutions. Their expertise in bio-based materials and certified compostable products could be highly valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1301,KraussMaffei Technologies GmbH,,Hall 15 / C24..C25,,,,,,,,,foam machinery,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"KraussMaffei Technologies GmbH is a leading manufacturer of machinery and equipment for the plastics and rubber processing industry. As Balena is developing biodegradable and bio-based thermoplastic elastomers, KraussMaffei could be a valuable partner in providing the necessary machinery and expertise to support Balena's production and processing needs.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""KraussMaffei Technologies GmbH is a leading manufacturer of machinery and equipment for the plastics and rubber processing industry. As Balena is developing biodegradable and bio-based thermoplastic elastomers, KraussMaffei could be a valuable partner in providing the necessary machinery and expertise to support Balena's production and processing needs."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1302,Albrecht Bäumer GmbH & Co. KG,,Hall 3 / A33,,,,,,,,,foam machinery,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Albrecht Bäumer GmbH & Co. KG is a leading manufacturer of machinery and equipment for the plastics industry, which could be highly relevant to Balena's operations and R&D efforts in developing sustainable and biodegradable thermoplastic elastomers.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=foam+machinery&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Albrecht Bäumer GmbH & Co. KG is a leading manufacturer of machinery and equipment for the plastics industry, which could be highly relevant to Balena's operations and R&D efforts in developing sustainable and biodegradable thermoplastic elastomers."", 'department': 'Operations, R&D', 'category': 'Machinery, Suppliers', 'score': 90}",,,,,,,"Operations, R&D","Machinery, Suppliers",,,,,,,,
1303,UAB Terekas,,Hall 14 / B03,,,,,,,,,biodegradation testing,https://www.k-online.com/vis/v1/en/search?_query=biodegradation+testing&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"UAB Terekas is a manufacturer of biodegradable and compostable packaging solutions, which aligns with Balena's goals of developing sustainable and circular plastics. They could be a potential partner for Balena to explore alternative materials and packaging solutions.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=biodegradation+testing&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""UAB Terekas is a manufacturer of biodegradable and compostable packaging solutions, which aligns with Balena's goals of developing sustainable and circular plastics. They could be a potential partner for Balena to explore alternative materials and packaging solutions."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1304,"HAO YU PRECISION MACHINERY INDUSTRY Co., Ltd.",,Hall 4 / B34-02,,,,,,,,,TÜV certification,https://www.k-online.com/vis/v1/en/search?_query=T%C3%9CV+certification&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"HAO YU PRECISION MACHINERY INDUSTRY Co., Ltd. is a manufacturer of recycling and composting machinery, which could be highly relevant to Balena's goals of finding alternative suppliers and recycling/composting partners for their biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=T%C3%9CV+certification&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""HAO YU PRECISION MACHINERY INDUSTRY Co., Ltd. is a manufacturer of recycling and composting machinery, which could be highly relevant to Balena's goals of finding alternative suppliers and recycling/composting partners for their biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1305,"Horng En Co., Ltd.",,"Hall 7, level 1 / C51-03",,,,,,,,,TÜV certification,https://www.k-online.com/vis/v1/en/search?_query=T%C3%9CV+certification&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Horng En Co., Ltd. is a manufacturer of biodegradable and compostable materials, which aligns with Balena's goals of developing sustainable and circular economy solutions. Their expertise in bio-based and biodegradable plastics could be valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=T%C3%9CV+certification&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Horng En Co., Ltd. is a manufacturer of biodegradable and compostable materials, which aligns with Balena's goals of developing sustainable and circular economy solutions. Their expertise in bio-based and biodegradable plastics could be valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1306,MUEHSAM Rozwiązania Dla Przemysłu Sp.j.,,Hall 11 / A09,,,,,,,,,TÜV certification,https://www.k-online.com/vis/v1/en/search?_query=T%C3%9CV+certification&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"MUEHSAM Rozwiązania Dla Przemysłu Sp.j. is a company that provides solutions for the plastics industry, which aligns with Balena's goals of developing sustainable and biodegradable plastics. They may have expertise or partnerships that could be beneficial for Balena's operations and R&D efforts.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=T%C3%9CV+certification&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""MUEHSAM Rozwiązania Dla Przemysłu Sp.j. is a company that provides solutions for the plastics industry, which aligns with Balena's goals of developing sustainable and biodegradable plastics. They may have expertise or partnerships that could be beneficial for Balena's operations and R&D efforts."", 'department': 'Operations, R&D', 'category': 'Suppliers, Materials', 'score': 80}",,,,,,,"Operations, R&D","Suppliers, Materials",,,,,,,,
1307,"PELLENC ST, SAS",,Hall 9 / A49,,,,,,,,,TÜV certification,https://www.k-online.com/vis/v1/en/search?_query=T%C3%9CV+certification&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"PELLENC ST, SAS is a company that specializes in sorting and recycling solutions for plastics, which aligns with Balena's goals of developing sustainable and recyclable plastic solutions. Their expertise in recycling and sorting could be valuable for Balena's operations and R&D efforts.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=T%C3%9CV+certification&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""PELLENC ST, SAS is a company that specializes in sorting and recycling solutions for plastics, which aligns with Balena's goals of developing sustainable and recyclable plastic solutions. Their expertise in recycling and sorting could be valuable for Balena's operations and R&D efforts."", 'department': 'Operations, R&D', 'category': 'Suppliers, Machinery, Recycling/Composting', 'score': 80}",,,,,,,"Operations, R&D","Suppliers, Machinery, Recycling/Composting",,,,,,,,
1308,Erema Engineering Recycling Maschinen und Anlagen GmbH,,Hall 9 / C09,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Erema is a leading provider of recycling solutions, which could be highly relevant for Balena's goals of developing circular and sustainable plastic solutions. Their expertise in recycling machinery and processes could help Balena find the right equipment and partners for their own recycling and composting initiatives.",,,,2025-09-04 06:08:55.950936,2025-09-04 06:08:55.950936,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Erema is a leading provider of recycling solutions, which could be highly relevant for Balena's goals of developing circular and sustainable plastic solutions. Their expertise in recycling machinery and processes could help Balena find the right equipment and partners for their own recycling and composting initiatives."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1309,ECO-WORLD Plastics Recycling Sebastian Duma Sp.k.,,"Hall 7, level 2 / G11",,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,ECO-WORLD Plastics Recycling is a plastics recycling company that could be a valuable partner for Balena's circular economy and sustainable plastics goals. They may be able to provide recycling and composting services for Balena's bio-based thermoplastic elastomers.,,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""ECO-WORLD Plastics Recycling is a plastics recycling company that could be a valuable partner for Balena's circular economy and sustainable plastics goals. They may be able to provide recycling and composting services for Balena's bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1310,Interzero Plastics Recycling GmbH,,Hall 8b / C21,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Interzero Plastics Recycling GmbH is a leading provider of recycling solutions, which aligns with Balena's goals of developing circular economy and sustainable plastics. They could be a valuable partner for Balena's operations and R&D departments in finding recycling and composting partners.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Interzero Plastics Recycling GmbH is a leading provider of recycling solutions, which aligns with Balena's goals of developing circular economy and sustainable plastics. They could be a valuable partner for Balena's operations and R&D departments in finding recycling and composting partners."", 'department': 'Operations, R&D', 'category': 'Suppliers, Recycling/Composting Partners', 'score': 90}",,,,,,,"Operations, R&D","Suppliers, Recycling/Composting Partners",,,,,,,,
1311,KBM Plastic Machinery LLP,,Hall 10 / E01,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"KBM Plastic Machinery LLP is a manufacturer of plastic processing machinery, which could be highly relevant for Balena's operations as they seek to find alternative machinery and partners to support their production of biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""KBM Plastic Machinery LLP is a manufacturer of plastic processing machinery, which could be highly relevant for Balena's operations as they seek to find alternative machinery and partners to support their production of biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1312,"Dongshan Plastic Machinery Co., Ltd",,Hall 10 / G42,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Dongshan Plastic Machinery Co., Ltd is a manufacturer of plastic processing equipment, which could be highly relevant to Balena's operations in finding the right machinery to produce their biodegradable and bio-based thermoplastic elastomers. This could help Balena optimize their production processes and explore new manufacturing capabilities.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Dongshan Plastic Machinery Co., Ltd is a manufacturer of plastic processing equipment, which could be highly relevant to Balena's operations in finding the right machinery to produce their biodegradable and bio-based thermoplastic elastomers. This could help Balena optimize their production processes and explore new manufacturing capabilities."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1313,Özgülmak Plastic Machinery Ltd.,,Hall 17 / C17,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Özgülmak Plastic Machinery Ltd. is a manufacturer of plastic processing machinery, which could be highly relevant for Balena's operations in finding the right equipment and machinery to produce their biodegradable and bio-based thermoplastic elastomers. Their expertise in plastic processing technology could help Balena optimize their production processes.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Özgülmak Plastic Machinery Ltd. is a manufacturer of plastic processing machinery, which could be highly relevant for Balena's operations in finding the right equipment and machinery to produce their biodegradable and bio-based thermoplastic elastomers. Their expertise in plastic processing technology could help Balena optimize their production processes."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1314,Plastic Energy Ltd.,,Hall 5 / A27,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Plastic Energy Ltd. is a company that specializes in the chemical recycling of plastic waste, which could be highly relevant to Balena's goals of developing sustainable and circular economy solutions. Their technology could potentially help Balena find alternative suppliers and recycling/composting partners for their bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Plastic Energy Ltd. is a company that specializes in the chemical recycling of plastic waste, which could be highly relevant to Balena's goals of developing sustainable and circular economy solutions. Their technology could potentially help Balena find alternative suppliers and recycling/composting partners for their bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1315,Bollegraaf Recycling Solutions BV 9900AH,,Hall 10 / H32,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Bollegraaf Recycling Solutions is a leading provider of recycling equipment and solutions, which could be highly relevant to Balena's goals of developing sustainable and recyclable plastic solutions. Their expertise in recycling technology and infrastructure could help Balena find the right partners and equipment to support their circular economy initiatives.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Bollegraaf Recycling Solutions is a leading provider of recycling equipment and solutions, which could be highly relevant to Balena's goals of developing sustainable and recyclable plastic solutions. Their expertise in recycling technology and infrastructure could help Balena find the right partners and equipment to support their circular economy initiatives."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1316,HAMOS GmbH Recycling- und Separationstechnik,,Hall 9 / E17,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"HAMOS GmbH is a leading provider of recycling and separation technology, which could be highly relevant for Balena's goals in the circular economy and sustainable plastics. Their expertise in recycling and processing could help Balena find efficient ways to recycle and compost their BioCir® products.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""HAMOS GmbH is a leading provider of recycling and separation technology, which could be highly relevant for Balena's goals in the circular economy and sustainable plastics. Their expertise in recycling and processing could help Balena find efficient ways to recycle and compost their BioCir® products."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1317,Naeco Recycling S.L.,,Hall 8a / E12-07,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Naeco Recycling S.L. is a recycling company that specializes in the recovery and processing of post-consumer plastics, which aligns with Balena's goals of developing sustainable and circular solutions. Their expertise in recycling could be valuable for Balena's operations and R&D efforts.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Naeco Recycling S.L. is a recycling company that specializes in the recovery and processing of post-consumer plastics, which aligns with Balena's goals of developing sustainable and circular solutions. Their expertise in recycling could be valuable for Balena's operations and R&D efforts."", 'department': 'Operations, R&D', 'category': 'Suppliers, Recycling/Composting Partners', 'score': 80}",,,,,,,"Operations, R&D","Suppliers, Recycling/Composting Partners",,,,,,,,
1318,NGA Plastic Technology Pvt. Ltd.,,Hall 10 / B01,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"NGA Plastic Technology Pvt. Ltd. is a manufacturer of biodegradable and compostable plastic products, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential partner or supplier for Balena's BioCir® family of products.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""NGA Plastic Technology Pvt. Ltd. is a manufacturer of biodegradable and compostable plastic products, which aligns with Balena's goals of developing sustainable and circular economy solutions. They could be a potential partner or supplier for Balena's BioCir® family of products."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1319,Panwrite Plastic Industries Sdn. Bhd.,,Hall 8b / H70,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,Panwrite Plastic Industries Sdn. Bhd. is a plastics manufacturer that could be a potential partner for Balena's biodegradable and bio-based thermoplastic elastomers. They may be interested in incorporating Balena's sustainable materials into their product offerings.,,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Panwrite Plastic Industries Sdn. Bhd. is a plastics manufacturer that could be a potential partner for Balena's biodegradable and bio-based thermoplastic elastomers. They may be interested in incorporating Balena's sustainable materials into their product offerings."", 'department': 'Commercial', 'category': 'Partners', 'score': 80}",,,,,,,Commercial,Partners,,,,,,,,
1320,Plastic is Fantastic,,,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Plastic is Fantastic is a company that specializes in sustainable and biodegradable plastic solutions, which aligns with Balena's goals of developing circular economy and compostable plastic products. They could be a potential partner or supplier for Balena's operations and R&D teams.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Plastic is Fantastic is a company that specializes in sustainable and biodegradable plastic solutions, which aligns with Balena's goals of developing circular economy and compostable plastic products. They could be a potential partner or supplier for Balena's operations and R&D teams."", 'department': 'Operations, R&D', 'category': 'Suppliers, Materials', 'score': 90}",,,,,,,"Operations, R&D","Suppliers, Materials",,,,,,,,
1321,SIKOPLAST Recycling Technology GmbH,,Hall 9 / A46,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"SIKOPLAST Recycling Technology GmbH is a company that specializes in recycling technology, which could be highly relevant to Balena's goals of developing circular economy and sustainable plastics solutions. Their expertise in recycling could help Balena find alternative suppliers and partners for their recycling and composting needs.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""SIKOPLAST Recycling Technology GmbH is a company that specializes in recycling technology, which could be highly relevant to Balena's goals of developing circular economy and sustainable plastics solutions. Their expertise in recycling could help Balena find alternative suppliers and partners for their recycling and composting needs."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1322,SINTAC RECYCLING S.L.,,Hall 8a / K22-02,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"SINTAC RECYCLING S.L. is a recycling company that specializes in the recovery and recycling of plastic materials. This aligns with Balena's goals of developing sustainable and circular economy solutions, as they could potentially be a valuable partner for Balena's recycling and composting efforts.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""SINTAC RECYCLING S.L. is a recycling company that specializes in the recovery and recycling of plastic materials. This aligns with Balena's goals of developing sustainable and circular economy solutions, as they could potentially be a valuable partner for Balena's recycling and composting efforts."", 'department': 'Operations', 'category': 'Recycling/Composting Partners', 'score': 80}",,,,,,,Operations,Recycling/Composting Partners,,,,,,,,
1323,ZERMA Machinery & Recycling Technology Co. Ltd.,,Hall 10 / H02,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"ZERMA Machinery & Recycling Technology Co. Ltd. is a manufacturer of recycling and compounding machinery, which could be highly relevant for Balena's operations in finding alternative suppliers and machinery for their biodegradable and bio-based thermoplastic elastomers. Their expertise in recycling technology could also help Balena explore recycling and composting partnerships.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""ZERMA Machinery & Recycling Technology Co. Ltd. is a manufacturer of recycling and compounding machinery, which could be highly relevant for Balena's operations in finding alternative suppliers and machinery for their biodegradable and bio-based thermoplastic elastomers. Their expertise in recycling technology could also help Balena explore recycling and composting partnerships."", 'department': 'Operations', 'category': 'Machinery', 'score': 90}",,,,,,,Operations,Machinery,,,,,,,,
1324,"Ztech Plastic Machinery Manufacturing Co.,Ltd.",,Hall 4 / D25,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Ztech Plastic Machinery Manufacturing Co.,Ltd. is a manufacturer of plastic processing machinery, which could be highly relevant to Balena's operations as they seek alternative suppliers and machinery to support their production of biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Ztech Plastic Machinery Manufacturing Co.,Ltd. is a manufacturer of plastic processing machinery, which could be highly relevant to Balena's operations as they seek alternative suppliers and machinery to support their production of biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
1325,Avian Machinery Group,,Hall 9 / C04,,,,,,,,,plastic recycling,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Avian Machinery Group specializes in manufacturing machinery for the plastics industry, which could be highly relevant for Balena's operations as they seek to find alternative suppliers and machinery to support their production of biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:56.117863,2025-09-04 06:08:56.117863,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plastic+recycling&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Avian Machinery Group specializes in manufacturing machinery for the plastics industry, which could be highly relevant for Balena's operations as they seek to find alternative suppliers and machinery to support their production of biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Machinery', 'score': 80}",,,,,,,Operations,Machinery,,,,,,,,
